dteday,season,yr,weekday,hr,rider_type,riders,price,cogs,revenue,profit
2021-10-14,4,0,5,22,registered,123,3.99,1.24,490.77,489.53
2021-05-26,2,0,4,4,casual,0,3.99,1.24,0.00,-1.24
2021-06-18,2,0,6,4,registered,4,3.99,1.24,15.96,14.72
2021-10-04,4,0,2,1,casual,1,3.99,1.24,3.99,2.75
2021-06-17,2,0,5,13,casual,48,3.99,1.24,191.52,190.28
2021-10-08,4,0,6,20,registered,124,3.99,1.24,494.76,493.52
2021-04-15,2,0,5,19,casual,41,3.99,1.24,163.59,162.35
2021-05-20,2,0,5,4,registered,4,3.99,1.24,15.96,14.72
2021-05-18,2,0,3,11,registered,17,3.99,1.24,67.83,66.59
2021-06-03,2,0,5,22,registered,145,3.99,1.24,578.55,577.31
2021-03-24,2,0,4,20,registered,110,3.99,1.24,438.90,437.66
2021-12-17,4,0,6,17,casual,12,3.99,1.24,47.88,46.64
2021-02-01,1,0,2,0,registered,6,3.99,1.24,23.94,22.70
2021-04-24,2,0,0,0,casual,30,3.99,1.24,119.70,118.46
2021-01-02,1,0,0,21,registered,20,3.99,1.24,79.80,78.56
2021-06-11,2,0,6,2,registered,50,3.99,1.24,199.50,198.26
2021-10-18,4,0,2,3,casual,0,3.99,1.24,0.00,-1.24
2021-03-14,1,0,1,3,registered,3,3.99,1.24,11.97,10.73
2021-09-03,3,0,6,12,casual,97,3.99,1.24,387.03,385.79
2021-02-07,1,0,1,8,registered,223,3.99,1.24,889.77,888.53
2021-01-24,1,0,1,17,registered,178,3.99,1.24,710.22,708.98
2021-03-24,2,0,4,22,registered,59,3.99,1.24,235.41,234.17
2021-11-17,4,0,4,21,casual,3,3.99,1.24,11.97,10.73
2021-05-22,2,0,0,4,casual,3,3.99,1.24,11.97,10.73
2021-06-28,3,0,2,4,casual,1,3.99,1.24,3.99,2.75
2021-02-06,1,0,0,2,casual,0,3.99,1.24,0.00,-1.24
2021-05-19,2,0,4,11,casual,53,3.99,1.24,211.47,210.23
2021-04-20,2,0,3,20,registered,194,3.99,1.24,774.06,772.82
2021-11-18,4,0,5,19,registered,183,3.99,1.24,730.17,728.93
2021-08-19,3,0,5,21,casual,18,3.99,1.24,71.82,70.58
2021-08-11,3,0,4,21,registered,171,3.99,1.24,682.29,681.05
2021-04-11,2,0,1,12,registered,97,3.99,1.24,387.03,385.79
2021-10-30,4,0,0,17,casual,54,3.99,1.24,215.46,214.22
2021-07-05,3,0,2,15,registered,111,3.99,1.24,442.89,441.65
2021-04-02,2,0,6,10,registered,113,3.99,1.24,450.87,449.63
2021-03-11,1,0,5,2,registered,3,3.99,1.24,11.97,10.73
2021-09-08,3,0,4,18,registered,66,3.99,1.24,263.34,262.10
2021-09-11,3,0,0,2,registered,60,3.99,1.24,239.40,238.16
2021-01-17,1,0,1,13,casual,13,3.99,1.24,51.87,50.63
2021-02-25,1,0,5,9,casual,3,3.99,1.24,11.97,10.73
2021-02-21,1,0,1,2,registered,3,3.99,1.24,11.97,10.73
2021-06-30,3,0,4,16,casual,63,3.99,1.24,251.37,250.13
2021-11-28,4,0,1,7,registered,270,3.99,1.24,1077.30,1076.06
2021-08-20,3,0,6,23,casual,59,3.99,1.24,235.41,234.17
2021-11-12,4,0,6,22,casual,30,3.99,1.24,119.70,118.46
2021-03-19,1,0,6,14,registered,144,3.99,1.24,574.56,573.32
2021-12-18,4,0,0,1,registered,43,3.99,1.24,171.57,170.33
2021-12-13,4,0,2,16,registered,194,3.99,1.24,774.06,772.82
2021-02-10,1,0,4,1,registered,7,3.99,1.24,27.93,26.69
2021-08-22,3,0,1,13,casual,47,3.99,1.24,187.53,186.29
2021-01-31,1,0,1,13,casual,2,3.99,1.24,7.98,6.74
2021-08-08,3,0,1,1,casual,4,3.99,1.24,15.96,14.72
2021-04-05,2,0,2,18,registered,248,3.99,1.24,989.52,988.28
2021-11-23,4,0,3,21,casual,0,3.99,1.24,0.00,-1.24
2021-05-26,2,0,4,19,casual,67,3.99,1.24,267.33,266.09
2021-12-08,4,0,4,8,registered,418,3.99,1.24,1667.82,1666.58
2021-08-09,3,0,2,15,registered,106,3.99,1.24,422.94,421.70
2021-03-15,1,0,2,4,registered,1,3.99,1.24,3.99,2.75
2021-10-25,4,0,2,2,registered,3,3.99,1.24,11.97,10.73
2021-07-16,3,0,6,23,casual,61,3.99,1.24,243.39,242.15
2021-06-22,3,0,3,0,registered,18,3.99,1.24,71.82,70.58
2021-09-02,3,0,5,4,registered,2,3.99,1.24,7.98,6.74
2021-04-14,2,0,4,5,registered,12,3.99,1.24,47.88,46.64
2021-05-01,2,0,0,8,casual,16,3.99,1.24,63.84,62.60
2021-06-01,2,0,3,5,registered,19,3.99,1.24,75.81,74.57
2021-09-07,3,0,3,17,registered,264,3.99,1.24,1053.36,1052.12
2021-09-04,3,0,0,17,casual,204,3.99,1.24,813.96,812.72
2021-08-21,3,0,0,10,casual,97,3.99,1.24,387.03,385.79
2021-02-24,1,0,4,7,casual,0,3.99,1.24,0.00,-1.24
2021-10-12,4,0,3,7,casual,15,3.99,1.24,59.85,58.61
2021-04-17,2,0,0,5,registered,1,3.99,1.24,3.99,2.75
2021-09-27,4,0,2,11,registered,97,3.99,1.24,387.03,385.79
2021-05-08,2,0,0,22,casual,29,3.99,1.24,115.71,114.47
2021-10-31,4,0,1,12,casual,30,3.99,1.24,119.70,118.46
2021-02-18,1,0,5,1,registered,7,3.99,1.24,27.93,26.69
2021-07-23,3,0,6,14,casual,84,3.99,1.24,335.16,333.92
2021-10-21,4,0,5,14,casual,67,3.99,1.24,267.33,266.09
2021-12-08,4,0,4,2,casual,0,3.99,1.24,0.00,-1.24
2021-03-16,1,0,3,15,casual,22,3.99,1.24,87.78,86.54
2021-02-22,1,0,2,13,casual,3,3.99,1.24,11.97,10.73
2021-02-18,1,0,5,6,casual,2,3.99,1.24,7.98,6.74
2021-09-24,4,0,6,11,registered,268,3.99,1.24,1069.32,1068.08
2021-05-18,2,0,3,9,registered,176,3.99,1.24,702.24,701.00
2021-09-11,3,0,0,14,registered,222,3.99,1.24,885.78,884.54
2021-04-30,2,0,6,10,registered,185,3.99,1.24,738.15,736.91
2021-04-23,2,0,6,2,registered,14,3.99,1.24,55.86,54.62
2021-07-14,3,0,4,13,registered,138,3.99,1.24,550.62,549.38
2021-01-19,1,0,3,21,registered,55,3.99,1.24,219.45,218.21
2021-01-12,1,0,3,22,casual,1,3.99,1.24,3.99,2.75
2021-03-11,1,0,5,6,casual,1,3.99,1.24,3.99,2.75
2021-01-26,1,0,3,17,registered,26,3.99,1.24,103.74,102.50
2021-01-26,1,0,3,10,registered,26,3.99,1.24,103.74,102.50
2021-03-17,1,0,4,10,registered,69,3.99,1.24,275.31,274.07
2021-09-12,3,0,1,12,casual,37,3.99,1.24,147.63,146.39
2021-05-10,2,0,2,17,registered,532,3.99,1.24,2122.68,2121.44
2021-08-12,3,0,5,23,casual,51,3.99,1.24,203.49,202.25
2021-05-08,2,0,0,0,casual,22,3.99,1.24,87.78,86.54
2021-11-14,4,0,1,20,casual,30,3.99,1.24,119.70,118.46
2021-02-15,1,0,2,11,registered,46,3.99,1.24,183.54,182.30
2021-07-15,3,0,5,17,registered,483,3.99,1.24,1927.17,1925.93
2021-07-29,3,0,5,4,casual,2,3.99,1.24,7.98,6.74
2021-04-27,2,0,3,21,registered,126,3.99,1.24,502.74,501.50
2021-11-03,4,0,4,15,registered,138,3.99,1.24,550.62,549.38
2021-06-10,2,0,5,19,casual,61,3.99,1.24,243.39,242.15
2021-05-05,2,0,4,3,registered,4,3.99,1.24,15.96,14.72
2021-11-04,4,0,5,17,registered,438,3.99,1.24,1747.62,1746.38
2021-04-10,2,0,0,21,casual,18,3.99,1.24,71.82,70.58
2021-06-17,2,0,5,19,casual,53,3.99,1.24,211.47,210.23
2021-07-14,3,0,4,6,casual,14,3.99,1.24,55.86,54.62
2021-03-12,1,0,6,16,registered,144,3.99,1.24,574.56,573.32
2021-05-19,2,0,4,8,registered,453,3.99,1.24,1807.47,1806.23
2021-05-07,2,0,6,0,registered,76,3.99,1.24,303.24,302.00
2021-09-19,3,0,1,19,casual,41,3.99,1.24,163.59,162.35
2021-05-19,2,0,4,18,casual,59,3.99,1.24,235.41,234.17
2021-04-08,2,0,5,6,registered,33,3.99,1.24,131.67,130.43
2021-12-13,4,0,2,13,casual,7,3.99,1.24,27.93,26.69
2021-07-21,3,0,4,8,casual,23,3.99,1.24,91.77,90.53
2021-02-19,1,0,6,10,casual,34,3.99,1.24,135.66,134.42
2021-01-04,1,0,2,2,casual,0,3.99,1.24,0.00,-1.24
2021-11-11,4,0,5,18,registered,185,3.99,1.24,738.15,736.91
2021-03-20,1,0,0,13,registered,115,3.99,1.24,458.85,457.61
2021-06-24,3,0,5,21,registered,183,3.99,1.24,730.17,728.93
2021-09-24,4,0,6,9,registered,134,3.99,1.24,534.66,533.42
2021-12-18,4,0,0,19,casual,5,3.99,1.24,19.95,18.71
2021-12-02,4,0,5,8,registered,432,3.99,1.24,1723.68,1722.44
2021-03-04,1,0,5,8,registered,222,3.99,1.24,885.78,884.54
2021-11-12,4,0,6,15,registered,221,3.99,1.24,881.79,880.55
2021-02-16,1,0,3,9,casual,2,3.99,1.24,7.98,6.74
2021-07-26,3,0,2,12,registered,122,3.99,1.24,486.78,485.54
2021-03-27,2,0,0,10,casual,27,3.99,1.24,107.73,106.49
2021-02-27,1,0,0,7,casual,6,3.99,1.24,23.94,22.70
2021-12-29,1,0,4,20,registered,88,3.99,1.24,351.12,349.88
2021-03-09,1,0,3,21,registered,52,3.99,1.24,207.48,206.24
2021-09-03,3,0,6,3,casual,17,3.99,1.24,67.83,66.59
2021-04-24,2,0,0,11,registered,193,3.99,1.24,770.07,768.83
2021-02-20,1,0,0,22,registered,43,3.99,1.24,171.57,170.33
2021-10-22,4,0,6,12,casual,132,3.99,1.24,526.68,525.44
2021-06-14,2,0,2,7,casual,19,3.99,1.24,75.81,74.57
2021-08-19,3,0,5,21,registered,89,3.99,1.24,355.11,353.87
2021-04-26,2,0,2,22,registered,116,3.99,1.24,462.84,461.60
2021-12-16,4,0,5,7,registered,226,3.99,1.24,901.74,900.50
2021-10-24,4,0,1,22,registered,76,3.99,1.24,303.24,302.00
2021-12-10,4,0,6,20,registered,114,3.99,1.24,454.86,453.62
2021-06-15,2,0,3,5,registered,20,3.99,1.24,79.80,78.56
2021-11-17,4,0,4,23,registered,58,3.99,1.24,231.42,230.18
2021-03-01,1,0,2,8,registered,204,3.99,1.24,813.96,812.72
2021-11-09,4,0,3,14,casual,26,3.99,1.24,103.74,102.50
2021-10-25,4,0,2,12,casual,35,3.99,1.24,139.65,138.41
2021-09-27,4,0,2,5,casual,0,3.99,1.24,0.00,-1.24
2021-02-01,1,0,2,10,registered,47,3.99,1.24,187.53,186.29
2021-04-27,2,0,3,7,registered,229,3.99,1.24,913.71,912.47
2021-05-18,2,0,3,17,registered,487,3.99,1.24,1943.13,1941.89
2021-04-08,2,0,5,22,casual,9,3.99,1.24,35.91,34.67
2021-11-17,4,0,4,4,registered,3,3.99,1.24,11.97,10.73
2021-04-05,2,0,2,23,casual,3,3.99,1.24,11.97,10.73
2021-07-10,3,0,0,15,casual,142,3.99,1.24,566.58,565.34
2021-01-28,1,0,5,21,registered,57,3.99,1.24,227.43,226.19
2021-10-14,4,0,5,20,registered,177,3.99,1.24,706.23,704.99
2021-11-06,4,0,0,12,casual,120,3.99,1.24,478.80,477.56
2021-05-20,2,0,5,15,casual,74,3.99,1.24,295.26,294.02
2021-11-25,4,0,5,9,casual,25,3.99,1.24,99.75,98.51
2021-02-05,1,0,6,7,registered,4,3.99,1.24,15.96,14.72
2021-10-08,4,0,6,11,casual,176,3.99,1.24,702.24,701.00
2021-05-16,2,0,1,23,registered,39,3.99,1.24,155.61,154.37
2021-10-06,4,0,4,5,registered,24,3.99,1.24,95.76,94.52
2021-08-28,3,0,0,15,casual,155,3.99,1.24,618.45,617.21
2021-05-13,2,0,5,17,casual,62,3.99,1.24,247.38,246.14
2021-11-30,4,0,3,16,casual,27,3.99,1.24,107.73,106.49
2021-09-04,3,0,0,11,registered,163,3.99,1.24,650.37,649.13
2021-03-23,2,0,3,2,registered,1,3.99,1.24,3.99,2.75
2021-12-31,1,0,6,1,casual,4,3.99,1.24,15.96,14.72
2021-09-03,3,0,6,15,registered,201,3.99,1.24,801.99,800.75
2021-12-12,4,0,1,3,registered,2,3.99,1.24,7.98,6.74
2021-04-12,2,0,2,5,registered,15,3.99,1.24,59.85,58.61
2021-08-24,3,0,3,13,casual,56,3.99,1.24,223.44,222.20
2021-10-16,4,0,0,5,casual,1,3.99,1.24,3.99,2.75
2021-01-29,1,0,6,16,casual,19,3.99,1.24,75.81,74.57
2021-09-24,4,0,6,3,casual,4,3.99,1.24,15.96,14.72
2021-08-04,3,0,4,23,casual,24,3.99,1.24,95.76,94.52
2021-05-25,2,0,3,19,casual,73,3.99,1.24,291.27,290.03
2021-04-25,2,0,1,15,casual,50,3.99,1.24,199.50,198.26
2021-03-17,1,0,4,14,casual,32,3.99,1.24,127.68,126.44
2021-04-28,2,0,4,20,casual,49,3.99,1.24,195.51,194.27
2021-06-03,2,0,5,21,registered,196,3.99,1.24,782.04,780.80
2021-04-22,2,0,5,10,casual,32,3.99,1.24,127.68,126.44
2021-10-08,4,0,6,18,registered,224,3.99,1.24,893.76,892.52
2021-02-28,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
2021-08-29,3,0,1,5,registered,17,3.99,1.24,67.83,66.59
2021-10-10,4,0,1,12,registered,201,3.99,1.24,801.99,800.75
2021-05-19,2,0,4,17,casual,60,3.99,1.24,239.40,238.16
2021-10-14,4,0,5,18,registered,361,3.99,1.24,1440.39,1439.15
2021-10-15,4,0,6,14,casual,242,3.99,1.24,965.58,964.34
2021-12-25,1,0,0,21,casual,4,3.99,1.24,15.96,14.72
2021-05-31,2,0,2,11,casual,28,3.99,1.24,111.72,110.48
2021-06-28,3,0,2,23,registered,58,3.99,1.24,231.42,230.18
2021-04-05,2,0,2,16,casual,17,3.99,1.24,67.83,66.59
2021-03-29,2,0,2,15,registered,65,3.99,1.24,259.35,258.11
2021-12-20,4,0,2,12,casual,16,3.99,1.24,63.84,62.60
2021-03-19,1,0,6,21,casual,20,3.99,1.24,79.80,78.56
2021-08-05,3,0,5,17,casual,84,3.99,1.24,335.16,333.92
2021-08-02,3,0,2,1,registered,8,3.99,1.24,31.92,30.68
2021-04-02,2,0,6,20,casual,29,3.99,1.24,115.71,114.47
2021-08-05,3,0,5,4,registered,6,3.99,1.24,23.94,22.70
2021-10-07,4,0,5,10,registered,126,3.99,1.24,502.74,501.50
2021-01-04,1,0,2,0,casual,0,3.99,1.24,0.00,-1.24
2021-04-19,2,0,2,11,registered,53,3.99,1.24,211.47,210.23
2021-05-30,2,0,1,5,registered,6,3.99,1.24,23.94,22.70
2021-03-03,1,0,4,5,casual,1,3.99,1.24,3.99,2.75
2021-06-16,2,0,4,20,registered,176,3.99,1.24,702.24,701.00
2021-07-05,3,0,2,1,registered,24,3.99,1.24,95.76,94.52
2021-05-07,2,0,6,13,casual,196,3.99,1.24,782.04,780.80
2021-09-24,4,0,6,10,registered,203,3.99,1.24,809.97,808.73
2021-06-23,3,0,4,2,registered,4,3.99,1.24,15.96,14.72
2021-06-05,2,0,0,12,registered,212,3.99,1.24,845.88,844.64
2021-11-28,4,0,1,21,casual,4,3.99,1.24,15.96,14.72
2021-11-07,4,0,1,5,registered,25,3.99,1.24,99.75,98.51
2021-11-28,4,0,1,4,registered,4,3.99,1.24,15.96,14.72
2021-08-05,3,0,5,2,registered,14,3.99,1.24,55.86,54.62
2021-09-16,3,0,5,14,casual,49,3.99,1.24,195.51,194.27
2021-05-01,2,0,0,7,registered,26,3.99,1.24,103.74,102.50
2021-07-12,3,0,2,22,casual,44,3.99,1.24,175.56,174.32
2021-04-07,2,0,4,11,casual,36,3.99,1.24,143.64,142.40
2021-06-09,2,0,4,14,registered,93,3.99,1.24,371.07,369.83
2021-08-22,3,0,1,4,registered,10,3.99,1.24,39.90,38.66
2021-03-17,1,0,4,22,casual,17,3.99,1.24,67.83,66.59
2021-06-16,2,0,4,14,registered,114,3.99,1.24,454.86,453.62
2021-09-02,3,0,5,1,casual,4,3.99,1.24,15.96,14.72
2021-12-26,1,0,1,16,casual,28,3.99,1.24,111.72,110.48
2021-04-29,2,0,5,19,casual,40,3.99,1.24,159.60,158.36
2021-09-28,4,0,3,19,registered,315,3.99,1.24,1256.85,1255.61
2021-08-26,3,0,5,15,casual,53,3.99,1.24,211.47,210.23
2021-01-13,1,0,4,20,registered,64,3.99,1.24,255.36,254.12
2021-12-22,1,0,4,5,casual,1,3.99,1.24,3.99,2.75
2021-05-05,2,0,4,21,registered,141,3.99,1.24,562.59,561.35
2021-06-21,3,0,2,10,casual,41,3.99,1.24,163.59,162.35
2021-07-26,3,0,2,14,registered,101,3.99,1.24,402.99,401.75
2021-10-16,4,0,0,7,casual,9,3.99,1.24,35.91,34.67
2021-08-18,3,0,4,16,registered,196,3.99,1.24,782.04,780.80
2021-05-23,2,0,1,19,registered,302,3.99,1.24,1204.98,1203.74
2021-06-07,2,0,2,0,casual,5,3.99,1.24,19.95,18.71
2021-12-28,1,0,3,16,registered,144,3.99,1.24,574.56,573.32
2021-11-07,4,0,1,5,casual,1,3.99,1.24,3.99,2.75
2021-09-25,4,0,0,21,casual,24,3.99,1.24,95.76,94.52
2021-11-22,4,0,2,1,casual,1,3.99,1.24,3.99,2.75
2021-02-07,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
2021-07-21,3,0,4,22,registered,113,3.99,1.24,450.87,449.63
2021-11-05,4,0,6,13,registered,207,3.99,1.24,825.93,824.69
2021-09-26,4,0,1,1,registered,14,3.99,1.24,55.86,54.62
2021-07-07,3,0,4,17,casual,80,3.99,1.24,319.20,317.96
2021-07-02,3,0,6,4,casual,3,3.99,1.24,11.97,10.73
2021-09-05,3,0,1,7,registered,30,3.99,1.24,119.70,118.46
2021-07-07,3,0,4,18,casual,70,3.99,1.24,279.30,278.06
2021-01-28,1,0,5,20,registered,61,3.99,1.24,243.39,242.15
2021-12-20,4,0,2,9,registered,245,3.99,1.24,977.55,976.31
2021-05-29,2,0,0,19,registered,146,3.99,1.24,582.54,581.30
2021-02-15,1,0,2,13,registered,68,3.99,1.24,271.32,270.08
2021-12-11,4,0,0,21,casual,10,3.99,1.24,39.90,38.66
2021-12-25,1,0,0,7,registered,4,3.99,1.24,15.96,14.72
2021-08-07,3,0,0,17,registered,131,3.99,1.24,522.69,521.45
2021-05-07,2,0,6,8,registered,96,3.99,1.24,383.04,381.80
2021-12-15,4,0,4,0,casual,5,3.99,1.24,19.95,18.71
2021-05-26,2,0,4,17,casual,49,3.99,1.24,195.51,194.27
2021-06-16,2,0,4,0,registered,38,3.99,1.24,151.62,150.38
2021-10-13,4,0,4,23,registered,45,3.99,1.24,179.55,178.31
2021-08-05,3,0,5,0,casual,13,3.99,1.24,51.87,50.63
2021-03-12,1,0,6,2,casual,0,3.99,1.24,0.00,-1.24
2021-12-25,1,0,0,19,casual,2,3.99,1.24,7.98,6.74
2021-07-15,3,0,5,5,casual,7,3.99,1.24,27.93,26.69
2021-05-11,2,0,3,4,casual,0,3.99,1.24,0.00,-1.24
2021-12-15,4,0,4,21,registered,145,3.99,1.24,578.55,577.31
2021-05-06,2,0,5,14,casual,86,3.99,1.24,343.14,341.90
2021-03-10,1,0,4,22,casual,4,3.99,1.24,15.96,14.72
2021-01-15,1,0,6,1,registered,18,3.99,1.24,71.82,70.58
2021-06-04,2,0,6,19,registered,206,3.99,1.24,821.94,820.70
2021-10-19,4,0,3,10,casual,14,3.99,1.24,55.86,54.62
2021-04-18,2,0,1,9,registered,132,3.99,1.24,526.68,525.44
2021-05-22,2,0,0,19,registered,193,3.99,1.24,770.07,768.83
2021-11-16,4,0,3,20,casual,5,3.99,1.24,19.95,18.71
2021-05-05,2,0,4,10,registered,98,3.99,1.24,391.02,389.78
2021-08-20,3,0,6,14,registered,228,3.99,1.24,909.72,908.48
2021-03-18,1,0,5,3,casual,1,3.99,1.24,3.99,2.75
2021-09-13,3,0,2,11,registered,120,3.99,1.24,478.80,477.56
2021-08-25,3,0,4,16,registered,105,3.99,1.24,418.95,417.71
2021-10-25,4,0,2,21,casual,32,3.99,1.24,127.68,126.44
2021-03-11,1,0,5,13,casual,15,3.99,1.24,59.85,58.61
2021-07-11,3,0,1,20,registered,194,3.99,1.24,774.06,772.82
2021-11-13,4,0,0,12,registered,242,3.99,1.24,965.58,964.34
2021-01-23,1,0,0,8,casual,2,3.99,1.24,7.98,6.74
2021-08-27,3,0,6,9,registered,128,3.99,1.24,510.72,509.48
2021-01-24,1,0,1,7,casual,5,3.99,1.24,19.95,18.71
2021-02-22,1,0,2,12,registered,48,3.99,1.24,191.52,190.28
2021-09-28,4,0,3,6,casual,3,3.99,1.24,11.97,10.73
2021-01-13,1,0,4,19,registered,98,3.99,1.24,391.02,389.78
2021-07-22,3,0,5,12,registered,95,3.99,1.24,379.05,377.81
2021-03-21,2,0,1,6,registered,30,3.99,1.24,119.70,118.46
2021-05-04,2,0,3,22,casual,9,3.99,1.24,35.91,34.67
2021-05-03,2,0,2,17,casual,53,3.99,1.24,211.47,210.23
2021-08-27,3,0,6,16,registered,14,3.99,1.24,55.86,54.62
2021-08-18,3,0,4,8,casual,27,3.99,1.24,107.73,106.49
2021-03-30,2,0,3,8,casual,16,3.99,1.24,63.84,62.60
2021-05-30,2,0,1,22,registered,80,3.99,1.24,319.20,317.96
2021-04-29,2,0,5,4,casual,0,3.99,1.24,0.00,-1.24
2021-09-10,3,0,6,7,registered,43,3.99,1.24,171.57,170.33
2021-08-18,3,0,4,15,registered,118,3.99,1.24,470.82,469.58
2021-06-16,2,0,4,6,registered,104,3.99,1.24,414.96,413.72
2021-09-08,3,0,4,10,registered,57,3.99,1.24,227.43,226.19
2021-11-29,4,0,2,19,registered,244,3.99,1.24,973.56,972.32
2021-09-24,4,0,6,12,casual,141,3.99,1.24,562.59,561.35
2021-03-15,1,0,2,16,casual,21,3.99,1.24,83.79,82.55
2021-08-26,3,0,5,1,casual,10,3.99,1.24,39.90,38.66
2021-11-03,4,0,4,20,registered,198,3.99,1.24,790.02,788.78
2021-06-06,2,0,1,16,casual,34,3.99,1.24,135.66,134.42
2021-01-26,1,0,3,0,registered,14,3.99,1.24,55.86,54.62
2021-04-19,2,0,2,23,registered,41,3.99,1.24,163.59,162.35
2021-09-03,3,0,6,10,registered,168,3.99,1.24,670.32,669.08
2021-11-07,4,0,1,13,casual,32,3.99,1.24,127.68,126.44
2021-04-16,2,0,6,13,registered,49,3.99,1.24,195.51,194.27
2021-10-09,4,0,0,22,registered,104,3.99,1.24,414.96,413.72
2021-01-22,1,0,6,0,registered,13,3.99,1.24,51.87,50.63
2021-02-05,1,0,6,0,registered,36,3.99,1.24,143.64,142.40
2021-04-29,2,0,5,9,registered,185,3.99,1.24,738.15,736.91
2021-08-31,3,0,3,10,registered,105,3.99,1.24,418.95,417.71
2021-09-19,3,0,1,0,registered,23,3.99,1.24,91.77,90.53
2021-01-19,1,0,3,18,casual,5,3.99,1.24,19.95,18.71
2021-12-13,4,0,2,6,registered,92,3.99,1.24,367.08,365.84
2021-05-23,2,0,1,9,casual,36,3.99,1.24,143.64,142.40
2021-08-07,3,0,0,7,registered,28,3.99,1.24,111.72,110.48
2021-03-13,1,0,0,19,registered,73,3.99,1.24,291.27,290.03
2021-12-13,4,0,2,10,casual,3,3.99,1.24,11.97,10.73
2021-09-10,3,0,6,12,registered,260,3.99,1.24,1037.40,1036.16
2021-01-03,1,0,1,22,casual,0,3.99,1.24,0.00,-1.24
2021-08-21,3,0,0,20,casual,41,3.99,1.24,163.59,162.35
2021-11-15,4,0,2,5,casual,2,3.99,1.24,7.98,6.74
2021-09-23,4,0,5,22,casual,31,3.99,1.24,123.69,122.45
2021-04-08,2,0,5,5,casual,1,3.99,1.24,3.99,2.75
2021-03-08,1,0,2,4,registered,2,3.99,1.24,7.98,6.74
2021-04-25,2,0,1,10,registered,64,3.99,1.24,255.36,254.12
2021-06-25,3,0,6,13,casual,140,3.99,1.24,558.60,557.36
2021-06-24,3,0,5,17,registered,472,3.99,1.24,1883.28,1882.04
2021-05-26,2,0,4,9,registered,194,3.99,1.24,774.06,772.82
2021-09-30,4,0,5,4,casual,2,3.99,1.24,7.98,6.74
2021-11-24,4,0,4,9,casual,13,3.99,1.24,51.87,50.63
2021-05-24,2,0,2,23,registered,53,3.99,1.24,211.47,210.23
2021-03-04,1,0,5,20,registered,78,3.99,1.24,311.22,309.98
2021-01-09,1,0,0,18,registered,44,3.99,1.24,175.56,174.32
2021-01-07,1,0,5,5,casual,0,3.99,1.24,0.00,-1.24
2021-07-08,3,0,5,16,registered,105,3.99,1.24,418.95,417.71
2021-08-25,3,0,4,5,casual,1,3.99,1.24,3.99,2.75
2021-05-06,2,0,5,22,registered,105,3.99,1.24,418.95,417.71
2021-07-04,3,0,1,19,registered,205,3.99,1.24,817.95,816.71
2021-08-15,3,0,1,5,casual,3,3.99,1.24,11.97,10.73
2021-01-22,1,0,6,19,casual,6,3.99,1.24,23.94,22.70
2021-03-08,1,0,2,9,casual,11,3.99,1.24,43.89,42.65
2021-07-04,3,0,1,1,casual,43,3.99,1.24,171.57,170.33
2021-07-27,3,0,3,16,registered,228,3.99,1.24,909.72,908.48
2021-10-14,4,0,5,2,casual,0,3.99,1.24,0.00,-1.24
2021-08-13,3,0,6,21,registered,127,3.99,1.24,506.73,505.49
2021-03-14,1,0,1,10,registered,57,3.99,1.24,227.43,226.19
2021-11-06,4,0,0,18,casual,39,3.99,1.24,155.61,154.37
2021-09-15,3,0,4,7,casual,17,3.99,1.24,67.83,66.59
2021-01-28,1,0,5,16,casual,10,3.99,1.24,39.90,38.66
2021-08-15,3,0,1,13,registered,140,3.99,1.24,558.60,557.36
2021-01-07,1,0,5,7,registered,76,3.99,1.24,303.24,302.00
2021-07-07,3,0,4,15,registered,119,3.99,1.24,474.81,473.57
2021-07-10,3,0,0,3,casual,6,3.99,1.24,23.94,22.70
2021-05-17,2,0,2,3,registered,3,3.99,1.24,11.97,10.73
2021-12-25,1,0,0,8,registered,4,3.99,1.24,15.96,14.72
2021-11-20,4,0,0,20,registered,90,3.99,1.24,359.10,357.86
2021-10-09,4,0,0,23,registered,85,3.99,1.24,339.15,337.91
2021-02-24,1,0,4,8,registered,244,3.99,1.24,973.56,972.32
2021-04-19,2,0,2,15,casual,44,3.99,1.24,175.56,174.32
2021-08-21,3,0,0,22,casual,37,3.99,1.24,147.63,146.39
2021-05-29,2,0,0,23,registered,87,3.99,1.24,347.13,345.89
2021-06-27,3,0,1,10,registered,95,3.99,1.24,379.05,377.81
2021-06-12,2,0,0,6,casual,5,3.99,1.24,19.95,18.71
2021-04-04,2,0,1,20,casual,40,3.99,1.24,159.60,158.36
2021-08-14,3,0,0,1,registered,57,3.99,1.24,227.43,226.19
2021-02-08,1,0,2,20,registered,53,3.99,1.24,211.47,210.23
2021-08-22,3,0,1,21,registered,180,3.99,1.24,718.20,716.96
2021-08-07,3,0,0,23,casual,12,3.99,1.24,47.88,46.64
2021-03-24,2,0,4,8,registered,120,3.99,1.24,478.80,477.56
2021-11-07,4,0,1,6,casual,2,3.99,1.24,7.98,6.74
2021-12-14,4,0,3,12,registered,138,3.99,1.24,550.62,549.38
2021-07-14,3,0,4,23,casual,27,3.99,1.24,107.73,106.49
2021-12-30,1,0,5,7,registered,92,3.99,1.24,367.08,365.84
2021-03-05,1,0,6,13,registered,130,3.99,1.24,518.70,517.46
